Metal,PMID,Journal,Title,Abstract,Year,Dose (ppm),Country,Organs,Species
Lead,37230340,Sci Total Environ,Prenatal metal levels and congenital anomalies of the kidney and urinary tract: The Japan Environment and Children's Study.,"BACKGROUND: Prenatal exposure to metal elements has been reported as a potential risk factor for congenital malformation. However, studies on the relationship with congenital anomalies of the kidney and urinary tract (CAKUT) are very scarce. METHODS: Participants of a prospective cohort from the Japan Environment and Children's Study, conducted at 15 research centers, were recruited between January 2011 and March 2014. The exposure factors were concentrations of lead (Pb), cadmium (Cd), mercury (Hg), selenium (Se), and manganese (Mn) measured from maternal whole blood in the second or third trimester. The primary outcome was CAKUT diagnosed during the first three years of life, which was classified into isolated cases and complicated cases accompanied by extrarenal congenital defects. To conduct a nested case-control design within the cohort, we selected 351 isolated cases with 1404 matched controls, and 79 complicated cases with 316 matched controls. RESULTS: A logistic regression model was used to examine the associations between individual metal concentrations and each subtype of CAKUT. A higher level of Se was associated with an increased risk of isolated CAKUT (adjusted odds ratio [95 % confidence interval]: 3.22 [1.33-7.77]). Meanwhile, higher levels of Pb and Mn were associated with a reduced risk of the complicated subtype (0.46 [0.24-0.90] and 0.33 [0.15-0.73], respectively). A Bayesian kernel machine regression model accounting for mixed effects of multiple metals further demonstrated that a higher level of Mn alone was significantly associated with a reduced occurrence of the complicated subtype. CONCLUSIONS: Using a stringent statistical approach, the present study demonstrated that a higher Mn concentration in the maternal blood was associated with a lower risk of complicated CAKUT in offspring. Further cohort and experimental studies are needed to verify the clinical impact of this finding.",2023,,Japan,kidney,Human
Lead,37214901,medRxiv,Prenatal Lead Exposure is Negatively Associated with the Gut Microbiome in Childhood.,"BACKGROUND: Metal exposures are associated with gut microbiome (GM) composition and function, and exposures early in development may be particularly important. Considering the role of the GM in association with many adverse health outcomes, understanding the relationship between prenatal metal exposures and the GM is critically important. However, there is sparse knowledge of the association between prenatal metal exposure and GM later in childhood. OBJECTIVES: This analysis aims to identify associations between prenatal lead (Pb) exposure and GM composition and function in children 9-11 years old. METHODS: Data come from the Programming Research in Obesity, Growth, Environment and Social Stressors (PROGRESS) cohort based in Mexico City, Mexico. Prenatal metal concentrations were measured in maternal whole blood drawn during the second and third trimesters of pregnancy. Stool samples collected at 9-11 years old underwent metagenomic sequencing to assess the GM. This analysis uses multiple statistical modeling approaches, including linear regression, permutational analysis of variance, weighted quantile sum regression (WQS), and individual taxa regressions, to estimate the association between maternal blood Pb during pregnancy and multiple aspects of the child GM at 9-11 years old, adjusting for relevant confounders. RESULTS: Of the 123 child participants in this pilot data analysis, 74 were male and 49 were female. Mean prenatal maternal blood Pb was 33.6(SE=2.1) ug/L and 34.9(SE=2.1) ug/L at second and third trimesters, respectively. Analysis suggests a consistent negative relationship between prenatal maternal blood Pb and the GM at age 9-11, including measures of alpha and beta diversity, microbiome mixture analysis, and individual taxa. The WQS analysis showed a negative association between prenatal Pb exposure and the gut microbiome, for both second and third trimester exposures (2Tβ=-0.17,95%CI=[-0.46,0.11]; 3Tβ=-0.17,95%CI=[-0.44,0.10]). Ruminococcus gnavus, Bifidobacterium longum, Alistipes indistinctus, Bacteroides caccae, and Bifidobacterium bifidum all had weights above the importance threshold from 80% or more of the WQS repeated holdouts in association with both second and third trimester Pb exposure. DISCUSSION: Pilot data analysis suggests a negative association between prenatal Pb exposure and the gut microbiome later in childhood; however, additional investigation is needed.",2023,,Mexico,,Human
Lead,37167931,J Occup Environ Med,Associations of Prenatal Agricultural Farm Work with Fetal Overgrowth and Pregnancy Complications in State of Arizona Birth Records.,"OBJECTIVE: The purpose of this study is to examine fetal growth outcomes from agricultural worker households. METHODS: Using Arizona 2006 to 2013 birth certificates with parental occupation, we identified N = 623,185 live births by agricultural household status. Logistic regression models estimated adjusted odds ratios (aORs) for macrosomia (>4000 g), postterm birth (>41 weeks), low birth weight (<2500 g), preterm birth (<37 weeks), large for GA, small for GA, and 5-minute APGAR (<7). RESULTS: Newborns of agricultural households (n = 6371) had a higher risk of macrosomia (aOR, 1.15; 95% CI, 1.05-1.26), large for GA (aOR, 1.12; 95% CI, 1.03-1.22), postterm birth (aOR, 1.20; 95% CI, 1.09-1.33), and low 5-minute APGAR (aOR, 1.39; 95% CI, 1.07-1.81), whereas low birth weight (aOR, 0.85; 95% CI, 0.76-0.96) and preterm birth (aOR, 0.82; 95% CI, 0.74-0.92) were inversely related. CONCLUSIONS: Having an agriculture working parent increased the likelihood of fetal overgrowth and low APGAR.",2023,,,,Human
Lead,37107875,Int J Environ Res Public Health,Knowledge of Obstetric Danger Signs among Pregnant Women in the Eastern Democratic Republic of the Congo.,"A lack of awareness regarding obstetric danger signs (ODS) is one of the factors that delay a pregnant woman's decision to seek emergency obstetric care. In developing countries, this delay can lead to high morbidity and mortality among pregnant women. In eastern Democratic Republic of Congo (DRC), very few studies have been conducted to assess the level of knowledge of pregnant women about ODS. Therefore, this study aimed to assess the knowledge of pregnant women about ODS in health facilities in eastern DRC. This quantitative cross-sectional, descriptive, and analytical study was conducted in 19 health facilities in the Kasongo health zone in the south Maniema Province of eastern DRC. A total of 624 pregnant women aged 12-49 years were interviewed in this study. Of these, 60.6% were secondary school graduates, >99% were married, 85.5% were cultivators, and 67.9% were Muslims. The knowledge of ODS among pregnant women was low (21.9%). The most cited danger signs during pregnancy, labor/delivery, and postpartum included severe abdominal pain and severe vaginal bleeding. Additionally, pregnant women aged 30-39 years (p = 0.015) and those who had given birth once (p = 0.049), twice (p = 0.003), 3-5 times (p = 0.004), and >5 times (p = 0.009) were more likely to be aware of ODS than others. Our findings indicated that pregnant women have little knowledge of ODS, which makes it difficult for them to take prompt decisions to seek emergency obstetric care. Thus, strategies to increase the knowledge of pregnant women about obstetrical danger signs by healthcare providers during prenatal consultations (antenatal care) must be developed to improve their rapid decision-making skills during pregnancy, labor, and postpartum.",2023,,France,,Human
Lead,37105282,Environ Res,Early childhood lead exposure is not reflected in adult bone lead: Results of a sub-cohort of African American women in the Cincinnati lead study.,"INTRODUCTION: Pb in bone may serve as a biomarker for cumulative Pb dose over decades. We hypothesized that adult female bone Pb concentrations (BoPb) would be significantly associated with average childhood blood Pb levels (BlPb) in a birth cohort exposed to relatively high levels of Pb from Pb paint residues. METHODS: 94 African American women with a mean age of 32.7 years were recruited from the Cincinnati Lead Study (CLS) cohort. Subjects were born to women residing where there had been a high incidence of childhood Pb poisoning. Biomarkers of Pb exposure were serial BlPb concentrations spanning the prenatal period to approximately 6.5 years of age. BoPb was assessed in the tibia using the McMaster 109Cd K-XRF fourth generation system. Covariates included nutritional variables related to bone health. RESULTS: BlPb concentrations began to rise around 6 months of age and declined at later ages. Study participants were obese with a mean Body Mass Index of 34.4 and suboptimal vitamin D status as indicated by a mean 25-OH-D of 18.5 ng/ml. Average tibia Pb was -2.0 ± 8.6 μgPb/g bone mineral. In multiple linear regression, there was no significant association between BoPb at approximately age 30 and childhood cumulative BlPb(CumBlPb). DISCUSSION: Collectively, BoPb of this group of subjects was not detectable. We suggest that the reason these subjects' BoPb did not reflect their early exposure was that a significantly smaller proportion of Pb body burden resides in bone in young children. As the child grows what Pb there was in bone is diluted and any remaining signal is weak. It has been claimed that BoPb in older children, adolescents, and adults can recapitulate historical exposure to Pb during earlier development; however, in some populations, BoPb at later ages may not be an adequate biomarker to capture childhood exposure to Pb.",2023,0.0185,Canada,,Human
Lead,37037382,Physiol Behav,"Maternal high-fat diet alters the neurobehavioral, biochemical and inflammatory parameters of their adult female rat offspring.","BACKGROUND: Lipid metabolism dysregulations have been associated with depressive and anxious behaviors which can affect pregnant and lactating individuals, with indications that such changes extend to the offspring. Therefore, the aim of this study was to evaluate the effect of a maternal high-fat diet on the neurobehavioral, biochemical and inflammatory parameters of their adult female offspring. METHODS: Wistar rats ± 90 days old were mated. The dams were allocated to consume a control (CTL) or high-fat (HFD) diet during pregnancy and lactation. After weaning, the female offspring from the CTL (N = 10) and HFD (N = 10) groups received standard chow. The offspring behavioral tests were started at 120 days old. Then, the somatic measures were evaluated followed by euthanasia, histological and biochemical analyses. RESULTS: The HFD group had less ambulation and longer immobility time in the open field test compared to the CTL. The HFD group had lower HDL (48.4%) and a higher adiposity (71.8%) and LDL (62.2%) than the CTL. The CTL had a higher organic acid concentration in the intestine, mainly acetic and butyric acids, however the HFD had a higher citric and acetic acid concentration in the brain and ischemic lesion in the hippocampus with a higher NF-κB concentration. CONCLUSION: The results demonstrate deleterious effects of a maternal HFD on the neurobehavioral and biochemical parameters of their offspring which may be associated with the role of organic acids and NF-κB in fetal programming.",2023,,Brazil,brain,Rat
Lead,37031386,Curr Med Chem,Early-Life Lead Exposure: Risks and Neurotoxic Consequences.,"BACKGROUND: Lead (Pb) does not have any biological function in a human, and it is likely no safe level of Pb in the human body. The Pb exposure impacts are a global concern for their potential neurotoxic consequences. Despite decreasing both the environmental Pb levels and the average blood Pb levels in the survey populations, the lifetime redistribution from the tissues-stored Pb still poses neurotoxic risks from the low-level exposure in later life. The growing fetus and children hold their innate high-susceptible to these Pb-induced neurodevelopmental and neurobehavioral effects. OBJECTIVE: This article aims to evaluate cumulative studies and insights on the topic of Pb neurotoxicology while assessing the emerging trends in the field. RESULTS: The Pb-induced neurochemical and neuro-immunological mechanisms are likely responsible for the high-level Pb exposure with the neurodevelopmental and neurobehavioral impacts at the initial stages. Early-life Pb exposure can still produce neurodegenerative consequences in later life due to the altered epigenetic imprints and the ongoing endogenous Pb exposure. Several mechanisms contribute to the Pb-induced neurotoxic impacts, including the direct neurochemical effects, the induction of oxidative stress and inflammation through immunologic activations, and epigenetic alterations. Furthermore, the individual nutritional status, such as macro-, micro-, or antioxidant nutrients, can significantly influence the neurotoxic impacts even at low-level exposure to Pb. CONCLUSION: The prevention of early-life Pb exposure is, therefore, the critical determinant for alleviating various Pb-induced neurotoxic impacts across the different age groups.",2024,,Thailand,brain,Human
Lead,37001760,Chemosphere,Investigation of the levels of essential and non-essential metals in women with and without abortion history: A study based on the Persian population of the Shahrekord cohort.,"Spontaneous abortion is a serious threat to the mothers' physical and mental well-being. The cause of spontaneous abortion is multifactorial disease. Prenatal non-essential metal exposure, particularly heavy metals, has been suggested to be associated with adverse pregnancy and birth outcomes. The purpose of this study was to investigate the relationship between the concentration of essential and non-essential metals including Pb, As, Zn, and Se and the risk of spontaneous abortion. In this case-control study the levels of Pb, As, Zn, and Se in the whole blood of 60 women with spontaneous abortion (case group) and also 60 women without spontaneous abortion (control group) were measured by atomic absorption spectrophotometry. Results revealed statistically significant reductions (P < 0.001) in whole blood levels of Zn and Se as well as the levels of As and Pb had a substantial elevation (P < 0.001) in cases compared to controls. According to the findings, repeated spontaneous abortion may be influenced by increasing whole blood levels of heavy metals such as As (OR = 17.53, P = 0.001) and Pb (OR = 15.58, P = 0.001) as well as decreasing levels of vital micronutrients Zn (OR = 0.20, P = 0.001) and Se (OR = 0.14, P = 0.001). The results of this study support the idea that limiting intake of non-essential metals during pregnancy can decrease the risk of spontaneous abortion. Overall, the information presented is expected to help plan future fundamental and applied investigations on the spontaneous abortion.",2023,,USA,,Human
Lead,36973528,J Expo Sci Environ Epidemiol,Multiple exposures to heavy metals and changes in steroid hormones production in 4-year-old children.,"BACKGROUND: Prenatal exposure to multiple heavy metals can interfere with early neurodevelopment, lead to changes in sex hormone concentrations in children, and affect female reproductive health. To date, the influence of prenatal exposure to heavy metals on the endocrine system of children in Chinese electronic waste (e-waste) recycling areas has not been elucidated. METHODS: Four weeks after delivery, 10 mL of human milk was collected for analysis of three heavy metals (lead (Pb), cadmium (Cd), and mercury (Hg)) via inductively coupled plasma mass spectrometry (ICP-MS). Four serum steroid hormones, including progesterone, testosterone, androstenedione (A-dione), and dehydroepiandrosterone (DHEA), were analyzed in 4-year-old children (25 boys and 17 girls). A multiple linear regression (MLR) model was implemented to investigate the association between each individual metal and serum steroid hormone. The exposure-response relationships were explored by generalized additive models (GAMs). Additionally, a Bayesian kernel machine regression (BKMR) model was used to assess the effects of multiple heavy metal exposures on each steroid hormone. RESULTS: The MLR results show a significant positive association between a natural log unit increase in Hg and DHEA levels after adjusting for confounders (β = 65.50, 95% confidence interval (CI) = 4.37, 126.62). According to the GAM, the univariate exposure-response relationship of Hg on DHEA was almost linear. However, this association was attenuated based on the multiple metal MLR and BKMR results after accounting for multiple heavy metal exposures. SIGNIFICANCE: Prenatal Hg exposure may affect sex hormones in children by affecting DHEA levels. IMPACT STATEMENT: Prenatal maternal exposure to Hg may have long-term effects on the next generation. Hence, regulatory measures to reduce Hg exposure and long-term monitoring of children's health in e-waste areas are needed.",2023,,Japan,,Human
Lead,36948003,Ecotoxicol Environ Saf,The mediating role of gut microbiota in the associations of prenatal maternal combined exposure to lead and stress with neurodevelopmental deficits in young rats.,"Prenatal single and combined exposure to lead (Pb) and stress (Ps) impairs neurodevelopment. Prenatal single exposure to Pb or Ps affects the composition of intestinal microbiota, and bidirectional communication between gut microbiota and central nervous system has been well recognized. However, whether gut microbiota mediated the effects of prenatal Pb+Ps co-exposure on neurodevelopmental deficits remains unclear. This study established rat models with prenatal single and combined exposure to Ps and Pb. We investigated the effects of such prenatal single and combined exposure on hippocampal structures using morphological analyses, on learning/memory using the Morris-water-maze test, and on fecal microbiota using 16S rRNA sequencing. The mediating roles of gut microbiota were analyzed using the bootstrap method. The study found both single and combined exposure affected hippocampal ultra-structures and spatial learning/memory, and the most significant impairments were observed in the Pb+Ps group. Prenatal Pb+Ps co-exposure decreased fecal microbial alpha/beta-diversity. Significantly lower levels of B/F-ratio, class-Bacteroidia, order-Bacteroidales, and family-S24-7, and significantly higher levels of class-Bacilli, order-Lactobacillales, family-Lactobacillaceae, and genus-Lactobacillus were observed in the co-exposure group, compared with the controls. Increased relative abundances of genus-Helicobacter mediated the detrimental effect of prenatal Ps+Pb co-exposure on learning/memory [β (95%CI) for the total and indirect effects: - 10.70 (-19.19, -2.21) and - 4.65(-11.07, -1.85)], accounting for 43.47% of the total effect. As a result, increased relative abundances of genus-Lactobacillus alleviated the adverse effects of the co-exposure on learning/memory, and the alleviation effect accounted for 44.55% of the direct effect [β (95%CI) for the direct and indirect effects: - 0.28(-0.48, -0.08) and 0.13(0.01, 0.41)]. This study suggested that prenatal combined exposure to Pb and Ps induced more impairments in offspring gut microbiota and neurodevelopment than single exposure, and alterations in fecal microbiome may mediate the developmental neurotoxicity induced by such prenatal co-exposure.",2023,,China,,Rat
Lead,36827813,Environ Int,Periconceptional maternal diet quality influences blood heavy metal concentrations and their effect on low birth weight: the Japan Environment and Children's Study.,"BACKGROUND: Both poor maternal nutrition and toxic heavy metal exposure influence foetal growth and development. However, whether consumption of a variety of healthy foods modifies the association between prenatal heavy metal exposure and foetal growth is unknown. OBJECTIVE: We examined whether long-term maternal diet quality in periconception modifies the associations between maternal circulating concentrations of heavy metals and foetal growth. DESIGN: Data of 72,317 Japanese women who delivered singleton infants was extracted from the Japan Environment and Children's Study. Maternal diet over a 1-year before the first trimester of pregnancy was assessed using a validated food frequency questionnaire, and overall diet quality was determined using the balanced diet score based on the Japanese Food Guide Spinning Top. Maternal whole-blood concentrations of mercury (Hg), lead (Pb) and cadmium (Cd) were measured during the second/third trimester of pregnancy. Bayesian inference of multiple linear regression analysis was performed to evaluate the relationships between maternal diet quality and the blood concentrations of heavy metals; Bayesian logistic regression was used to analyse the risk of low birth weight (LBW; <2,500 g). RESULTS: After controlling for confounders, a high maternal balanced diet score was associated with low concentrations of blood Pb and Cd and high Hg. While all heavy metals assessed were positively associated with LBW risk, a higher maternal balanced diet score was negatively associated with LBW risk. A high-quality maternal diet attenuated the effect of Pb on LBW, an effect that was more marked at high blood Pb concentrations. CONCLUSION: A high-quality, 'well-balanced' diet prior to conception may reduce exposure to some heavy metals and mitigate the elevated risk of LBW associated with prenatal Pb exposure in Japanese mother-child pairs.",2023,,Japan,,Human
Lead,36765100,J Expo Sci Environ Epidemiol,Geographic differences in exposures to metals and essential elements in pregnant women living in Suriname.,"BACKGROUND: In Suriname, 20% of pregnancies end in adverse birth outcomes. While prenatal exposure to metals may lead to adverse health outcomes, exposure assessments in Suriname are scant. Environmental contamination from mercury (Hg) used in artisanal goldmining in the Amazonian Interior, and the uncontrolled use of pesticides in suburban regions are of particular concern. OBJECTIVE: This study assessed geographic differences in exposures to metals and essential elements in pregnant Surinamese women. METHODS: This study is a subset (n = 400) of the Caribbean Consortium for Research in Environmental and Occupational Health (CCREOH) cohort study. Sector-field inductively-coupled plasma mass spectrometry was used to determine concentrations of lead (Pb), Hg, selenium (Se), cadmium (Cd), manganese (Mn) and tin (Sn) in whole blood of the pregnant women. High vs. low exposures to Pb and Hg were determined and were based respectively on CDC (3.5 ug/dL) and USEPA (3.5 ug/L) action levels. Differences in geographic exposures were tested with the Mann-Whitney U-test, and differences between blood elemental concentrations and action levels for Pb and Hg with the Wilcoxon signed rank test. The association between demographics and high exposures of Pb and Hg was examined with multivariate logistic regression models. RESULTS: The median concentrations of Pb, Hg and Se (5.08 μg/dL, 7.87 μg/L, and 228.26 μg/L respectively) in Interior women, were higher than the Urban and Suburban regions (p < 0.001), and higher than internationally accepted action levels (p < 0.001). The median concentrations of Mn and Sn found in Suburban women (17.55 and 0.97 ug/L respectively) were higher than Urban and Interior regions (p < 0.02). SIGNIFICANCE: Pregnant women living in Suriname's Amazonian Interior are exposed to Hg and Pb at levels of public health concern. Urgently needed is a comprehensive source characterization assessment and the development, implementation and monitoring of environmental health policies, specifically addressing the chemicals of concern. IMPACT: In a subset of participants enrolled in the CCREOH environmental epidemiology cohort study elevated levels of Hg and Pb were identified. This is the first comprehensive exposure assessment in the Surinamese population. Health concerns include adverse birth- and neurodevelopmental outcomes. Geographic differences require a tailored approach to health intervention and comprehensive source characterization. Future research should ascertain the role of Se as a potential protective factor. Environmental policy development, implementation and monitoring is pivotal to mitigate exposures to these neurotoxicants.",2023,"0.0035, 0.00787, 0.22826, 0.00097",USA,,Human
Lead,36758879,Reprod Toxicol,Gestational lead exposure and its effects on fetal/infant development - A systematic review.,"Studies suggest that gestational exposure to lead (Pb) is related to spontaneous abortions, preterm birth, lower infant birth weight and length, and neurological dysfunctions. However, the evidence about its effects during pregnancy exposure on fetal and child development is still poor. Thus, the aim of this systematic review was to verify the association between prenatal exposure to Pb and the occurrence of neurobehavioral deficits, miscarriages, and child mortality. Observational studies with pregnant women exposed to Pb during pregnancy were included, without gender or ethnicity restrictions. The MEDLINE, Cochrane Library, EMBASE, Scopus, Web of Science, and LILACS databases were searched. The reading of titles and abstracts was conducted, followed by reading in full format and data extraction, that were performed independently by two reviewers. The included studies were evaluated by Downs and Black tool and qualitatively synthesized. Certainty of evidence was assessed by Grading of Recommendations Assessment, Development, and Evaluations (GRADE). The study protocol was registered with the Prospective Registry of Systematic Reviews (PROSPERO; CRD42022296750). Among twenty-one studies included, sixteen were classified as prospective cohort, two case-control, one nested case-control, one cohort, and one longitudinal study. No study that evaluated child mortality associated with gestational Pb exposure was found. There is a very low certainty of evidence in the association of gestational Pb exposure and neurobehavioral deficits or miscarriages. This systematic review reflects the poor evidence and the challenges of human toxicology studies, since it was not possible to associate gestational Pb exposure to neurobehavioral deficits, miscarriages, and child mortality.",2023,,Brazil,,Human
Lead,36714276,Lancet Reg Health Am,Risk of adverse outcomes in offspring with RT-PCR confirmed prenatal Zika virus exposure: An individual participant data meta-analysis of 13 cohorts in the Zika Brazilian Cohorts Consortium.,"BACKGROUND: Knowledge regarding the risks associated with Zika virus (ZIKV) infections in pregnancy has relied on individual studies with relatively small sample sizes and variable risk estimates of adverse outcomes, or on surveillance or routinely collected data. Using data from the Zika Brazilian Cohorts Consortium, this study aims, to estimate the risk of adverse outcomes among offspring of women with RT-PCR-confirmed ZIKV infection during pregnancy and to explore heterogeneity between studies. METHODS: We performed an individual participant data meta-analysis of the offspring of 1548 pregnant women from 13 studies, using one and two-stage meta-analyses to estimate the absolute risks. FINDINGS: Of the 1548 ZIKV-exposed pregnancies, the risk of miscarriage was 0.9%, while the risk of stillbirth was 0.3%. Among the pregnancies with liveborn children, the risk of prematurity was 10,5%, the risk of low birth weight was 7.7, and the risk of small for gestational age (SGA) was 16.2%. For other abnormalities, the absolute risks were: 2.6% for microcephaly at birth or first evaluation, 4.0% for microcephaly at any time during follow-up, 7.9% for neuroimaging abnormalities, 18.7% for functional neurological abnormalities, 4.0% for ophthalmic abnormalities, 6.4% for auditory abnormalities, 0.6% for arthrogryposis, and 1.5% for dysphagia. This risk was similar in all sites studied and in different socioeconomic conditions, indicating that there are not likely to be other factors modifying this association. INTERPRETATION: This study based on prospectively collected data generates the most robust evidence to date on the risks of congenital ZIKV infections over the early life course. Overall, approximately one-third of liveborn children with prenatal ZIKV exposure presented with at least one abnormality compatible with congenital infection, while the risk to present with at least two abnormalities in combination was less than 1.0%.",2023,,USA,,Human
Lead,36668811,Toxics,Perinatal Lead Exposure Promotes Sex-Specific Epigenetic Programming of Disease-Relevant Pathways in Mouse Heart.,"Environmental contaminants such as the metal lead (Pb) are associated with cardiovascular disease, but the underlying molecular mechanisms are poorly understood. In particular, little is known about how exposure to Pb during early development impacts the cardiac epigenome at any point across the life course and potential differences between sexes. In a mouse model of human-relevant perinatal exposures, we utilized RNA-seq and Enhanced Reduced Representation Bisulfite Sequencing (ERRBS) to investigate the effects of Pb exposure during gestation and lactation on gene expression and DNA methylation, respectively, in the hearts of male and female mice at weaning. For ERRBS, we identified differentially methylated CpGs (DMCs) or differentially methylated 1000 bp regions (DMRs) based on a minimum absolute change in methylation of 10% and an FDR < 0.05. For gene expression data, an FDR < 0.05 was considered significant. No individual genes met the FDR cutoff for gene expression; however, we found that Pb exposure leads to significant changes in the expression of gene pathways relevant to cardiovascular development and disease. We further found that Pb promotes sex-specific changes in DNA methylation at hundreds of gene loci (280 DMCs and 99 DMRs in males, 189 DMCs and 121 DMRs in females), and pathway analysis revealed that these CpGs and regions collectively function in embryonic development. In males, differential methylation also occurred at genes related to immune function and metabolism. We then investigated whether genes exhibiting differential methylation at weaning were also differentially methylated in hearts from a cohort of Pb-exposed mice at adulthood. We found that a single gene, Galnt2, showed differential methylation in both sexes and time points. In a human cohort investigating the influence of prenatal Pb exposure on the epigenome, we also observed an inverse association between first trimester Pb concentrations and adolescent blood leukocyte DNA methylation at a locus in GALNT2, suggesting that this gene may represent a biomarker of Pb exposure across species. Together, these data, across two time points in mice and in a human birth cohort study, collectively demonstrate that Pb exposure promotes sex-specific programming of the cardiac epigenome, and provide potential mechanistic insight into how Pb causes cardiovascular disease.",2023,,USA,heart,Rat
Lead,36613505,Int J Mol Sci,Maternal Vitamin D Levels during Pregnancy and Offspring Psychiatric Outcomes: A Systematic Review.,"Prenatal exposure to vitamin D may play a significant role in human brain development and function. Previous epidemiological studies investigating the associations between maternal vitamin D status and offspring developmental and psychiatric outcomes in humans have been inconclusive. We aimed to systematically assess the results of previously published studies that examined the associations between maternal vitamin D levels, measured as circulating 25(OH)D levels in pregnancy or at birth, and offspring neuropsychiatric and psychiatric outcomes. Systematic searches were conducted using MEDLINE, Embase, PsychINFO and Web of Science for studies published by 10 August 2022. We included human observational studies that examined associations between prenatal or perinatal vitamin D levels and offspring neuropsychiatric and psychiatric outcomes and were published in English in peer-reviewed journals. Of the 3729 studies identified, 66 studies were screened for full texts and 29 studies published between 2003 and 2022 were included in the final review. There was a small amount of evidence for the association between prenatal vitamin D deficiency and autism spectrum disorder. When studies with larger sample sizes and stricter definitions of vitamin D deficiency were considered, positive associations were also found for attention-deficit/hyperactivity disorder and schizophrenia. Future studies with larger sample sizes, longer follow-up periods and prenatal vitamin D assessed at multiple time points are needed.",2022,,Finland,brain,Human
Lead,36549429,Toxicol Lett,Maternal cerium nitrate exposure induces developmental immunotoxicity in BALB/c mouse offspring.,"With the increasing application of cerium and rare-earth elements (REEs), cerium exposure is becoming more widespread. However, there remains a paucity of evidence on developmental immunotoxicity of cerium. This study was designed to examine the developmental immunotoxicity of gestational and postnatal exposure to cerium nitrate (CN) in BALB/C mouse offspring. Dams were given CN by oral gavage at 0, 0.002, 0.02 and 0.2 mg/kg from gestation day 5 (GD5) to postnatal day 21 (PND 21). On PND 21, the highest dose of CN significantly suppressed the NK cell cytotoxicity, and reduced the proportions of NK cells in peripheral blood and spleen of both female and male pups, however, the proportions of monocytes in peripheral blood and macrophages in spleen only increased in female pups. For adaptive immunity, on PND 21, the suppression of T/B lymphocyte proliferation, humoral and cellular immune responses (number of splenic plaque-forming cells, PFC, and delayed-type hypersensitivity, DTH) were observed in both female and male pup mice exposed to 0.2 mg/kg CN. However, the fall of proportions of T/B lymphocytes in peripheral blood (PB), spleen and mesenteric lymph node (MLN) only found in female pups at 0.2 mg/kg on PND 21. Most indications recovered to normal after 3-week cessation of CN exposure, except the reduction of DTH and PFC. From the findings in this study, the lowest-observed-adverse-effect level (LOAEL) of CN for developmental immunotoxicity was estimated to be 0.2 mg/kg bw per day.",2023,0.2,China,,Rat
Lead,36493676,Int J Hyg Environ Health,Associations of metal mixtures in the meconium with birth outcomes in northern Taiwan.,"Previous studies investigated prenatal exposure to neurotoxic metals in relation to birth anthropometrics. However, limited information has been developed on associations with birth outcomes of fetal exposure to metal mixtures using the meconium as a biomarker. The purpose of this study was to evaluate relationships of the combined effects of mercury (Hg), lead (Pb), cadmium (Cd), and arsenic (As) concentrations in the meconium on birth outcomes (i.e., birth weight, birth length, and head circumference). This cross-sectional study was conducted in northern Taiwan between January 2007 and December 2009. We collected 526 meconium samples within the first 24 h after birth to measure the in utero mixed-metal exposure determined using inductively coupled plasma/mass spectrometry (ICP-MS). We used a multivariable regression and Bayesian kernel machine regression (BKMR) to estimate associations of the combined effects and identify important mixture components with growth impairments. Our results revealed Hg, Pb, Cd, and As concentrations in the meconium and enhanced the quantity of research on meconium analyses. The overall effects of Hg, Pb, Cd, and As concentrations in the meconium as prenatal exposure biomarkers were negatively associated with birth growth. Fetal exposure to Hg and Pb was correlated with decreased birth weights. Hg and Pb concentrations in the meconium were linearly inversely related to the birth weight, birth length, and head circumference. Effects of fetal exposure to As and Cd on birth outcomes were not obvious. A significant increasing relationship was detected between Hg concentrations in the meconium and maternal fish consumption during pregnancy. Higher Pb concentrations in the meconium were observed among infants of mothers who consumed Chinese herbal medicines. Reducing maternal fish consumption and Chinese herbal medicine consumption during pregnancy could limit infant exposure to metals.",2023,,Taiwan,,Human
Lead,36429631,Int J Environ Res Public Health,Factors Associated with Number of Prenatal Visits in Northeastern Brazil: A Cross-Sectional Study.,"The aim of this study is to assess factors associated with the number of prenatal visits of women who delivered in a public maternity hospital in northeastern Brazil. This cross-sectional study focused on 380 puerperal women who gave birth at a public maternity hospital in northeastern Brazil. Prenatal and perinatal data were collected in the immediate postpartum period by interviewing mothers and using medical records. Chi-square/Fisher exact test compared the data, and a logistic regression model estimated the association between birth weight and number of prenatal visits. As a result, the sample was composed of 175 women with <37 weeks of gestational age and 205 women with ≥37 weeks of gestational age. Women with less than four prenatal visits were more likely to give birth to low birth weight (<2500 g) and preterm infants (<37 weeks of gestational age) than those with more than four prenatal visits (p = 0.001). The subjects with less than four prenatal visits had a 2.76-fold higher odds of giving birth to infants weighing less than 2500 g (p = 0.03; 95%CI = 1.05-7.30), without relation to maternal and gestational ages. In conclusion, women with less than four prenatal visits had higher odds of giving birth to low birth infants, independently of maternal and gestational ages, and were more likely to give birth to premature babies.",2022,,Brazil,,Human
